input_text,label
there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle. <SEP> This is an image of a motorcycle. The motorcycle is black and red. There is a red and black motorcycle in the middle of the photo. the motorcycle has a black handlebar and the handlebars are black as well. there are a lot <SEP> 0,1
there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle. <SEP> A three wheeled motorcycle is parked in a parking lot. <SEP> 0,0
A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board. <SEP> A man is surfing on a wave. He is wearing a black wet suit. The surfboard is white. There are waves in the water behind the man.  <SEP> 0,1
A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board. <SEP> A man is riding a wave on a surfboard. <SEP> 0,0
A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.  <SEP> This is an image of a car. The car is black and white. There is a large window on the front of the car that is open and showing a picture of some sort of event. A person is sitting at a table in the middle <SEP> 0,1
A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car.  <SEP> A parking meter is in front of a car. <SEP> 0,0
brown baby bears are walking in the grass. There is a large log above them next to two large rocks.  <SEP> This is an image of a bear. The bear is brown and black. There is a large body of water behind the bear that has many small ripples in it.  <SEP> 0,1
brown baby bears are walking in the grass. There is a large log above them next to two large rocks.  <SEP> Four bears are on a grassy hill. <SEP> 0,0
There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.  <SEP> There is a plane in the sky. The plane is white and blue. There is writing on the side of the plane.  <SEP> 0,1
There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue.  <SEP> Four blue jets are flying in formation. The jets are leaving white smoke trails behind them. <SEP> 0,0
The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.  <SEP> This is a picture of a building. The building is made of brick. There are two clocks on the side of the building . The clocks are black and white. One is white and the other one is red and black. Both clocks have black <SEP> 0,1
The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy.  <SEP> A black and white clock with the word Geneva on it. <SEP> 0,0
A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.  <SEP> A white plate is sitting on a table. There is a white napkin on the table next to the plate. On the left side there are two slices of pizza. The pizza has tomatoes and cheese on top of it.  <SEP> 0,1
"A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate.  <SEP> A plate of food that includes a grilled chicken breast on a bun, sweet potato fries, and a side of cranberry sauce. <SEP> 0",0
"A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears. <SEP> This is a picture of some items on a shelf. The shelf is made of wood. There are a lot of items in this picture. Some of the items are books, papers, pens, and other objects. One item on the shelf has <SEP> 0",1
